Step,Res50_gen_Con_blen2_4pt - Valid/Top-1 Accuracy,Res50_gen_Con_4pt - Valid/Top-1 Accuracy,Res50_gen_4pt - Valid/Top-1 Accuracy,Res50 - Valid/Top-1 Accuracy
41,0.76161369193154,0.745721271393643,0.682151589242054,0.685819070904645
42,0.764058679706601,0.744498777506113,0.683374083129584,0.709046454767726
43,0.76161369193154,0.749388753056235,0.661369193154034,0.672371638141809
44,0.759168704156479,0.733496332518337,0.667481662591687,0.706601466992665
45,0.778728606356968,0.756723716381418,0.655256723716381,0.691931540342298
46,0.773838630806846,0.745721271393643,0.696821515892421,0.67359413202934
47,0.766503667481662,0.737163814180929,0.696821515892421,0.690709046454768
48,0.756723716381418,0.755501222493888,0.680929095354523,0.709046454767726
49,0.762836185819071,0.73838630806846,0.688264058679707,0.685819070904645
50,0.750611246943765,0.755501222493888,0.69559902200489,0.691931540342298
51,0.767726161369193,0.724938875305624,0.694376528117359,0.701711491442543
52,0.759168704156479,0.757946210268949,0.712713936430318,0.706601466992665
53,0.757946210268949,0.728606356968215,0.705378973105134,0.706601466992665
54,0.749388753056235,0.745721271393643,0.696821515892421,0.718826405867971
55,0.764058679706601,0.757946210268949,0.688264058679707,0.701711491442543
56,0.764058679706601,0.750611246943765,0.71638141809291,0.71760391198044
57,0.755501222493888,0.748166259168704,0.71760391198044,0.67481662591687
58,0.772616136919315,0.744498777506113,0.687041564792176,0.726161369193154
59,0.762836185819071,0.753056234718826,0.722493887530562,0.731051344743276
60,0.767726161369193,0.776283618581907,0.707823960880196,0.746943765281174
61,0.762836185819071,0.762836185819071,0.702933985330073,0.733496332518337
62,0.764058679706601,0.753056234718826,0.701711491442543,0.73838630806846
63,0.777506112469438,0.754278728606357,0.718826405867971,0.707823960880196
64,0.773838630806846,0.759168704156479,0.724938875305624,0.711491442542787
65,0.779951100244499,0.76039119804401,0.713936430317848,0.706601466992665
66,0.78361858190709,0.757946210268949,0.722493887530562,0.726161369193154
67,0.779951100244499,0.76039119804401,0.728606356968215,0.718826405867971
68,0.775061124694376,0.754278728606357,0.711491442542787,0.733496332518337
69,0.768948655256724,0.76161369193154,0.727383863080685,0.724938875305624
70,0.771393643031785,0.768948655256724,0.709046454767726,0.750611246943765
71,0.776283618581907,0.755501222493888,0.726161369193154,0.751833740831296
72,0.762836185819071,0.770171149144254,0.715158924205379,0.759168704156479
73,0.766503667481662,0.767726161369193,0.710268948655257,0.726161369193154
74,0.765281173594132,0.76161369193154,0.728606356968215,0.751833740831296
75,0.770171149144254,0.757946210268949,0.729828850855746,0.749388753056235
76,0.773838630806846,0.740831295843521,0.720048899755501,0.731051344743276
77,0.767726161369193,0.756723716381418,0.724938875305624,0.73960880195599
78,0.767726161369193,0.751833740831296,0.707823960880196,0.721271393643032
79,0.772616136919315,0.744498777506113,0.71760391198044,0.740831295843521
80,0.772616136919315,0.759168704156479,0.709046454767726,0.712713936430318
81,0.762836185819071,0.750611246943765,0.720048899755501,0.734718826405868
82,0.768948655256724,0.729828850855746,0.71638141809291,0.705378973105134
83,0.746943765281174,0.733496332518337,0.731051344743276,0.71638141809291
84,0.764058679706601,0.745721271393643,0.723716381418093,0.718826405867971
85,0.755501222493888,0.748166259168704,0.711491442542787,0.734718826405868
86,0.750611246943765,0.750611246943765,0.728606356968215,0.734718826405868
87,0.766503667481662,0.740831295843521,0.706601466992665,0.742053789731051
88,0.759168704156479,0.745721271393643,0.715158924205379,0.743276283618582
89,0.762836185819071,0.744498777506113,0.704156479217604,0.73960880195599
90,0.759168704156479,0.756723716381418,0.699266503667482,0.745721271393643
91,0.773838630806846,0.737163814180929,0.706601466992665,0.742053789731051
92,0.776283618581907,0.746943765281174,0.71760391198044,0.751833740831296
93,0.773838630806846,0.750611246943765,0.720048899755501,0.76039119804401
94,0.779951100244499,0.744498777506113,0.713936430317848,0.753056234718826
95,0.773838630806846,0.751833740831296,0.740831295843521,0.754278728606357
96,0.778728606356968,0.76161369193154,0.706601466992665,0.737163814180929
97,0.767726161369193,0.756723716381418,0.702933985330073,0.715158924205379
98,0.771393643031785,0.750611246943765,0.699266503667482,0.732273838630807
99,0.770171149144254,0.750611246943765,0.704156479217604,0.743276283618582
100,0.765281173594132,0.748166259168704,0.702933985330073,0.744498777506113
101,0.775061124694376,0.754278728606357,0.718826405867971,0.726161369193154
102,0.773838630806846,0.76039119804401,0.737163814180929,0.755501222493888
103,0.753056234718826,0.750611246943765,0.712713936430318,0.749388753056235
104,0.76161369193154,0.76039119804401,0.73960880195599,0.757946210268949
105,0.753056234718826,0.765281173594132,0.757946210268949,0.750611246943765
106,0.765281173594132,0.754278728606357,0.748166259168704,0.746943765281174
107,0.744498777506113,0.757946210268949,0.755501222493888,0.765281173594132
108,0.772616136919315,0.768948655256724,0.729828850855746,0.76039119804401
109,0.771393643031785,0.744498777506113,0.745721271393643,0.76039119804401
110,0.765281173594132,0.76039119804401,0.742053789731051,0.76161369193154
111,0.770171149144254,0.776283618581907,0.735941320293399,0.76039119804401
112,0.777506112469438,0.751833740831296,0.727383863080685,0.76039119804401
113,0.779951100244499,0.766503667481662,0.73960880195599,0.737163814180929
114,0.778728606356968,0.771393643031785,0.734718826405868,0.744498777506113
115,0.779951100244499,0.772616136919315,0.73838630806846,0.748166259168704
116,0.784841075794621,0.762836185819071,0.721271393643032,0.73960880195599
117,0.78361858190709,0.767726161369193,0.723716381418093,0.76039119804401
118,0.781173594132029,0.76039119804401,0.733496332518337,0.745721271393643
119,0.781173594132029,0.76161369193154,0.740831295843521,0.753056234718826
120,0.770171149144254,0.757946210268949,0.733496332518337,0.750611246943765
121,0.768948655256724,0.759168704156479,0.734718826405868,0.765281173594132
122,0.787286063569682,0.772616136919315,0.727383863080685,0.748166259168704
123,0.765281173594132,0.759168704156479,0.727383863080685,0.753056234718826
124,0.776283618581907,0.773838630806846,0.733496332518337,0.749388753056235
125,0.771393643031785,0.764058679706601,0.734718826405868,0.755501222493888
126,0.767726161369193,0.765281173594132,0.750611246943765,0.750611246943765
127,0.768948655256724,0.749388753056235,0.729828850855746,0.740831295843521
128,0.762836185819071,0.76161369193154,0.742053789731051,0.746943765281174
129,0.768948655256724,0.770171149144254,0.73838630806846,0.749388753056235
130,0.776283618581907,0.765281173594132,0.73838630806846,0.759168704156479
131,0.766503667481662,0.76039119804401,0.732273838630807,0.757946210268949
132,0.771393643031785,0.755501222493888,0.743276283618582,0.737163814180929
133,0.767726161369193,0.762836185819071,0.748166259168704,0.754278728606357
134,0.777506112469438,0.744498777506113,0.750611246943765,0.751833740831296
135,0.777506112469438,0.756723716381418,0.753056234718826,0.756723716381418
136,0.768948655256724,0.756723716381418,0.740831295843521,0.755501222493888
137,0.784841075794621,0.766503667481662,0.731051344743276,0.76039119804401
138,0.777506112469438,0.764058679706601,0.735941320293399,0.757946210268949
139,0.78361858190709,0.764058679706601,0.73960880195599,0.733496332518337
140,0.777506112469438,0.753056234718826,0.727383863080685,0.746943765281174
141,0.775061124694376,0.755501222493888,0.726161369193154,0.753056234718826
142,0.781173594132029,0.742053789731051,0.745721271393643,0.765281173594132
143,0.78361858190709,0.754278728606357,0.740831295843521,0.757946210268949
144,0.784841075794621,0.751833740831296,0.724938875305624,0.746943765281174
145,0.784841075794621,0.76039119804401,0.732273838630807,0.748166259168704
146,0.78361858190709,0.768948655256724,0.748166259168704,0.765281173594132
147,0.776283618581907,0.766503667481662,0.735941320293399,0.757946210268949
148,0.772616136919315,0.76161369193154,0.73960880195599,0.772616136919315
149,0.772616136919315,0.757946210268949,0.73960880195599,0.764058679706601
